090305 f:1.250000 Hz
0.040000
3
318
1
1
Phase Angle
mrad
0.0, 1.250000
0.060000   0.040000   1   276.193420   1.533795   
0.080000   0.040000   2   251.129303   8.771501   
0.100000   0.040000   3   139.708023   7.528303   
0.120000   0.040000   4   205.781067   -135.889942   
0.140000   0.040000   5   128.003586   194.247807   
0.160000   0.040000   6   137.983704   226.444260   
0.180000   0.040000   7   38.715618   -114.098460   
0.200000   0.040000   8   133.928192   2.383771   
0.220000   0.040000   9   79.814400   4.088608   
0.240000   0.040000   10   115.077042   2.296679   
0.260000   0.040000   11   885.335754   0.012217   
0.280000   0.040000   12   28.300810   -3.175627   
0.300000   0.040000   13   26.518961   2.051111   
0.320000   0.040000   14   206.684647   -339.936900   
0.340000   0.040000   15   171.797836   2199.685972   
0.360000   0.040000   16   358.435760   73.002763   
0.380000   0.040000   17   83.803459   -2140.210927   
0.400000   0.040000   18   0.067820   428.186502   
0.420000   0.040000   19   967.423767   2821.941417   
0.440000   0.040000   20   227.301163   1.418255   
0.460000   0.040000   21   232.697067   0.488692   
0.480000   0.040000   22   146.438828   1.249481   
0.100000   0.040000   1   154.511932   3.655243   
0.120000   0.040000   2   98.008469   2.507514   
0.140000   0.040000   3   140.700836   -117.189607   
0.160000   0.040000   4   100.340668   -14.081491   
0.180000   0.040000   5   83.093552   -17.972178   
0.200000   0.040000   6   60.320950   760.083752   
0.220000   0.040000   7   100.478218   1.256462   
0.240000   0.040000   8   61.541401   -2.748196   
0.260000   0.040000   9   89.245598   -0.078191   
0.280000   0.040000   10   636.064209   1.676214   
0.300000   0.040000   11   18.876400   5.340707   
0.320000   0.040000   12   17.741930   1.999798   
0.340000   0.040000   13   110.711967   -808.023248   
0.360000   0.040000   14   99.849770   1055.332376   
0.380000   0.040000   15   145.082245   244.801096   
0.400000   0.040000   16   240.663773   2518.923486   
0.420000   0.040000   17   0.085170   -834.913519   
0.440000   0.040000   18   273.741180   -297.508982   
0.460000   0.040000   19   157.490601   1.926145   
0.480000   0.040000   20   161.475586   1.632406   
0.500000   0.040000   21   101.320412   2.160019   
0.140000   0.040000   1   169.992035   5.633399   
0.160000   0.040000   2   254.664597   -48.544762   
0.180000   0.040000   3   193.892868   255.248294   
0.200000   0.040000   4   227.126526   -335.060453   
0.220000   0.040000   5   132.128143   186.342696   
0.240000   0.040000   6   192.242828   0.692896   
0.260000   0.040000   7   112.452393   1.165531   
0.280000   0.040000   8   161.805695   0.480489   
0.300000   0.040000   9   1108.561279   2.317972   
0.320000   0.040000   10   32.890301   2.816612   
0.340000   0.040000   11   31.952160   2.396337   
0.360000   0.040000   12   224.320312   -357.923058   
0.380000   0.040000   13   115.558937   1829.669300   
0.400000   0.040000   14   340.293427   -118.273805   
0.420000   0.040000   15   51.352589   -2553.858035   
0.440000   0.040000   16   0.033670   202.262374   
0.460000   0.040000   17   869.576660   -458.683159   
0.480000   0.040000   18   298.714111   2.265961   
0.500000   0.040000   19   305.752869   2.077116   
0.520000   0.040000   20   191.794434   2.447999   
0.180000   0.040000   1   179.188156   18.361911   
0.200000   0.040000   2   207.524918   120.463673   
0.220000   0.040000   3   308.922607   -443.237723   
0.240000   0.040000   4   169.803482   310.362663   
0.260000   0.040000   5   198.111176   2.117084   
0.280000   0.040000   6   111.508743   1.056448   
0.300000   0.040000   7   157.652512   1.021192   
0.320000   0.040000   8   990.634033   2.143613   
0.340000   0.040000   9   28.230129   3.070558   
0.360000   0.040000   10   28.297621   2.371553   
0.380000   0.040000   11   149.140396   -655.600486   
0.400000   0.040000   12   103.828987   634.183544   
0.420000   0.040000   13   198.936539   54.342048   
0.440000   0.040000   14   49.306591   2065.329229   
0.460000   0.040000   15   0.109220   -1176.027170   
0.480000   0.040000   16   325.445984   123.593045   
0.500000   0.040000   17   280.639984   2.309769   
0.520000   0.040000   18   286.978241   2.158274   
0.540000   0.040000   19   180.014191   2.430545   
0.220000   0.040000   1   140.728317   -38.834798   
0.240000   0.040000   2   178.341827   338.961950   
0.260000   0.040000   3   142.391205   204.385213   
0.280000   0.040000   4   173.453110   1.184729   
0.300000   0.040000   5   97.892464   0.339117   
0.320000   0.040000   6   137.226517   0.681551   
0.340000   0.040000   7   711.287415   1.269203   
0.360000   0.040000   8   16.909981   1.509710   
0.380000   0.040000   9   16.911770   1.307252   
0.400000   0.040000   10   136.570892   -331.908568   
0.420000   0.040000   11   59.215679   2010.761325   
0.440000   0.040000   12   230.777847   100.303027   
0.460000   0.040000   13   22.020720   1840.938732   
0.480000   0.040000   14   0.039820   -2944.064131   
0.500000   0.040000   15   155.825485   173.207520   
0.520000   0.040000   16   178.863739   1.367116   
0.540000   0.040000   17   183.872513   1.132893   
0.560000   0.040000   18   115.263123   1.610590   
0.260000   0.040000   1   142.462006   -25.322459   
0.280000   0.040000   2   344.893066   90.145381   
0.300000   0.040000   3   329.948456   2.335425   
0.320000   0.040000   4   170.497543   1.119280   
0.340000   0.040000   5   223.375961   1.210211   
0.360000   0.040000   6   934.086853   1.756499   
0.380000   0.040000   7   19.239920   2.364049   
0.400000   0.040000   8   19.904819   2.023011   
0.420000   0.040000   9   155.101334   -444.288041   
0.440000   0.040000   10   111.401077   1855.972277   
0.460000   0.040000   11   162.266815   -123.103656   
0.480000   0.040000   12   90.773102   -3031.166277   
0.500000   0.040000   13   0.019890   598.399048   
0.520000   0.040000   14   343.590485   -108.274118   
0.540000   0.040000   15   229.450287   2.066993   
0.560000   0.040000   16   236.432693   1.934697   
0.580000   0.040000   17   148.458801   2.343454   
0.300000   0.040000   1   171.607574   70.084047   
0.320000   0.040000   2   246.792938   2.153038   
0.340000   0.040000   3   133.498260   0.944747   
0.360000   0.040000   4   172.078323   0.934275   
0.380000   0.040000   5   602.677612   1.639039   
0.400000   0.040000   6   10.845770   2.508038   
0.420000   0.040000   7   11.692230   1.928414   
0.440000   0.040000   8   99.070259   -386.601441   
0.460000   0.040000   9   55.561169   1803.514661   
0.480000   0.040000   10   131.878418   -28.023706   
0.500000   0.040000   11   33.560650   2704.075500   
0.520000   0.040000   12   0.039330   2007.173647   
0.540000   0.040000   13   283.401764   113.369086   
0.560000   0.040000   14   152.435867   2.036276   
0.580000   0.040000   15   158.100815   1.889144   
0.600000   0.040000   16   99.781677   2.417979   
0.340000   0.040000   1   281.350677   2.480113   
0.360000   0.040000   2   171.452698   0.906873   
0.380000   0.040000   3   198.634277   0.701273   
0.400000   0.040000   4   451.727448   0.859924   
0.420000   0.040000   5   5.850980   1.075821   
0.440000   0.040000   6   6.852520   1.446005   
0.460000   0.040000   7   44.990379   -377.875295   
0.480000   0.040000   8   16.189631   626.589274   
0.500000   0.040000   9   85.588150   188.226949   
0.520000   0.040000   10   38.070492   189.435242   
0.540000   0.040000   11   0.010800   1951.076822   
0.560000   0.040000   12   135.440186   713.468446   
0.580000   0.040000   13   103.613129   1.424363   
0.600000   0.040000   14   107.824501   1.398009   
0.620000   0.040000   15   68.489090   1.659459   
0.380000   0.040000   1   212.374466   2.182360   
0.400000   0.040000   2   284.225006   1.890541   
0.420000   0.040000   3   508.936829   2.048318   
0.440000   0.040000   4   4.219930   2.622357   
0.460000   0.040000   5   5.214890   2.033134   
0.480000   0.040000   6   39.763672   -452.594773   
0.500000   0.040000   7   17.402170   1340.729169   
0.520000   0.040000   8   39.278049   460.532524   
0.540000   0.040000   9   38.987480   2602.791489   
0.560000   0.040000   10   0.004500   -1499.596449   
0.580000   0.040000   11   52.875259   -158.497533   
0.600000   0.040000   12   96.609810   2.369284   
0.620000   0.040000   13   101.857300   2.188468   
0.640000   0.040000   14   65.124802   2.737723   
0.420000   0.040000   1   257.597626   1.766273   
0.440000   0.040000   2   445.252533   2.132967   
0.460000   0.040000   3   2.157210   2.177124   
0.480000   0.040000   4   2.988660   1.866455   
0.500000   0.040000   5   25.195141   -542.153552   
0.520000   0.040000   6   17.194050   1658.168916   
0.540000   0.040000   7   16.543320   -347.734703   
0.560000   0.040000   8   42.859859   3088.229830   
0.580000   0.040000   9   0.019630   -537.697550   
0.600000   0.040000   10   83.602608   -490.090017   
0.620000   0.040000   11   73.081459   2.278876   
0.640000   0.040000   12   78.163200   2.093173   
0.660000   0.040000   13   50.476528   2.670354   
0.460000   0.040000   1   208.646347   1.713564   
0.480000   0.040000   2   0.446900   1.236740   
0.500000   0.040000   3   0.780890   0.973021   
0.520000   0.040000   4   11.407350   -276.549172   
0.540000   0.040000   5   10.573080   2335.818911   
0.560000   0.040000   6   18.347420   495.574032   
0.580000   0.040000   7   11.721960   1416.082780   
0.600000   0.040000   8   0.007010   508.312830   
0.620000   0.040000   9   88.772423   369.753952   
0.640000   0.040000   10   28.377171   1.382999   
0.660000   0.040000   11   30.851490   1.316851   
0.680000   0.040000   12   20.228029   1.736777   
0.500000   0.040000   1   0.141370   -4.488987   
0.520000   0.040000   2   0.398700   1.337795   
0.540000   0.040000   3   4.546340   -406.977453   
0.560000   0.040000   4   4.388150   1605.120878   
0.580000   0.040000   5   6.478550   -339.109456   
0.600000   0.040000   6   4.514820   -1990.147126   
0.620000   0.040000   7   0.012260   3059.184596   
0.640000   0.040000   8   28.118601   -111.704736   
0.660000   0.040000   9   26.153330   2.012016   
0.680000   0.040000   10   29.055000   2.072753   
0.700000   0.040000   11   19.376909   2.282018   
0.540000   0.040000   1   102.006393   0.981573   
0.560000   0.040000   2   413.198761   -279.549556   
0.580000   0.040000   3   338.922821   1009.569682   
0.600000   0.040000   4   778.543518   15.653683   
0.620000   0.040000   5   359.755615   -3018.255538   
0.640000   0.040000   6   0.024490   -1204.899431   
0.660000   0.040000   7   1414.366455   195.098837   
0.680000   0.040000   8   885.749878   1.743060   
0.700000   0.040000   9   925.857300   1.449147   
0.720000   0.040000   10   580.127747   2.846807   
0.580000   0.040000   1   121.216507   -109.359714   
0.600000   0.040000   2   108.974930   509.641914   
0.620000   0.040000   3   160.348633   -47.334900   
0.640000   0.040000   4   37.984192   2703.549792   
0.660000   0.040000   5   0.002310   179.668898   
0.680000   0.040000   6   295.866608   183.760129   
0.700000   0.040000   7   122.812157   1.376541   
0.720000   0.040000   8   117.829643   1.060637   
0.740000   0.040000   9   68.467949   2.746101   
0.620000   0.040000   1   63.456600   49.184249   
0.640000   0.040000   2   52.566299   121.991537   
0.660000   0.040000   3   75.319893   -290.416152   
0.680000   0.040000   4   0.000640   1746.919026   
0.700000   0.040000   5   212.226456   165.602081   
0.720000   0.040000   6   88.648773   0.667588   
0.740000   0.040000   7   86.796608   0.312588   
0.760000   0.040000   8   51.343731   2.136807   
0.660000   0.040000   1   140.107025   -24.104219   
0.680000   0.040000   2   21.613520   646.398398   
0.700000   0.040000   3   1.352610   -606.126143   
0.720000   0.040000   4   522.449097   190.741273   
0.740000   0.040000   5   187.617020   1.362928   
0.760000   0.040000   6   185.879929   1.209339   
0.780000   0.040000   7   110.141060   2.781182   
0.700000   0.040000   1   64.224930   11.481299   
0.720000   0.040000   2   24.370831   -345.964566   
0.740000   0.040000   3   324.710144   195.263604   
0.760000   0.040000   4   120.897057   0.172788   
0.780000   0.040000   5   123.531174   0.099658   
0.800000   0.040000   6   74.493652   1.578999   
0.740000   0.040000   1   53.499550   -43.135986   
0.760000   0.040000   2   156.615753   109.595504   
0.780000   0.040000   3   81.205978   0.212058   
0.800000   0.040000   4   87.340027   0.244172   
0.820000   0.040000   5   54.112461   1.945518   
0.780000   0.040000   1   119.475563   -614.236134   
0.800000   0.040000   2   88.891418   0.315556   
0.820000   0.040000   3   100.853287   0.716458   
0.840000   0.040000   4   61.523689   1.897173   
0.820000   0.040000   1   34.566631   3006.690495   
0.840000   0.040000   2   81.522438   -2936.255477   
0.860000   0.040000   3   99.274178   -3107.613648   
0.860000   0.040000   1   395.832703   53.438666   
0.880000   0.040000   2   424.201843   16.619548   
0.900000   0.040000   1   50.355461   1.219811   
0.120000   0.080000   1   118.372612   5.358161   
0.160000   0.080000   2   110.891258   0.645248   
0.200000   0.080000   3   111.455429   14.562154   
0.240000   0.080000   4   83.348541   -0.229511   
0.280000   0.080000   5   433.607422   1.068840   
0.320000   0.080000   6   43.127201   1.851445   
0.360000   0.080000   7   59.072430   -301.421166   
0.400000   0.080000   8   0.054580   -2669.255202   
0.440000   0.080000   9   469.033691   1199.036083   
0.480000   0.080000   10   160.702057   0.209614   
0.200000   0.080000   1   209.818176   1.827709   
0.240000   0.080000   2   192.643951   7.626216   
0.280000   0.080000   3   131.149857   0.989253   
0.320000   0.080000   4   611.467590   2.350609   
0.360000   0.080000   5   59.680248   2.717478   
0.400000   0.080000   6   100.781448   47.083573   
0.440000   0.080000   7   0.025210   2956.345032   
0.480000   0.080000   8   454.602570   62.814225   
0.520000   0.080000   9   243.791702   2.144661   
0.280000   0.080000   1   274.423370   6.281964   
0.320000   0.080000   2   161.124542   0.992918   
0.360000   0.080000   3   509.770447   1.674643   
0.400000   0.080000   4   37.966290   2.137679   
0.440000   0.080000   5   69.718460   -82.935780   
0.480000   0.080000   6   0.005680   -1441.306111   
0.520000   0.080000   7   33.600399   -1213.945923   
0.560000   0.080000   8   175.672394   1.716357   
0.360000   0.080000   1   169.427795   0.760614   
0.400000   0.080000   2   321.066528   1.160469   
0.440000   0.080000   3   18.333389   1.930858   
0.480000   0.080000   4   36.409660   142.189699   
0.520000   0.080000   5   0.014920   -2680.980035   
0.560000   0.080000   6   59.194569   1320.968114   
0.600000   0.080000   7   108.663010   1.661728   
0.440000   0.080000   1   325.019836   2.213776   
0.480000   0.080000   2   8.330830   2.516765   
0.520000   0.080000   3   18.630939   87.745382   
0.560000   0.080000   4   0.004570   2146.445521   
0.600000   0.080000   5   0.005030   1493.685030   
0.640000   0.080000   6   74.454842   2.315005   
0.520000   0.080000   1   1.224200   1.710248   
0.560000   0.080000   2   5.417350   131.476351   
0.600000   0.080000   3   0.001670   -2681.875656   
0.640000   0.080000   4   4.129870   1596.910352   
0.680000   0.080000   5   25.394400   1.661030   
0.600000   0.080000   1   179.178101   3.964515   
0.640000   0.080000   2   0.006510   -73.860934   
0.680000   0.080000   3   142.132202   139.683581   
