50# Number of sensors
#x	y
0.37	0
0.45	0
0.53	0
0.61	0
0.69	0
0.77	0
0.85	0
0.93	0
1.01	0
1.09	0
1.17	0
1.25	0
1.33	0
1.41	0
1.49	0
1.57	0
1.65	0
1.73	0
1.81	0
1.89	0
1.97	0
2.05	0
2.13	0
2.21	0
2.29	0
2.29	0.8
2.21	0.8
2.13	0.8
2.05	0.8
1.97	0.8
1.89	0.8
1.81	0.8
1.73	0.8
1.65	0.8
1.57	0.8
1.49	0.8
1.41	0.8
1.33	0.8
1.25	0.8
1.17	0.8
1.09	0.8
1.01	0.8
0.93	0.8
0.85	0.8
0.77	0.8
0.69	0.8
0.61	0.8
0.53	0.8
0.45	0.8
0.37	0.8
1278# Number of data
#a	b	m	n	f	rhoa	ip	err	i	u	k	R	ii	kk
1	2	4	3	1.25	19.3282	-113.89	0.0439	0.001	0.0128746	1.50127	12.8746	1	1
3	4	6	5	1.25	17.1631	-49	0.0042	0.001	0.0113785	1.50838	11.3785	5	1
4	5	7	6	1.25	11.4051	-38.44	0.0059	0.001	0.00746405	1.528	7.46405	7	1
5	6	8	7	1.25	11.376	-28.99	0.0044	0.001	0.0074751	1.52185	7.4751	9	1
6	7	9	8	1.25	8.74218	-46.64	0.0041	0.005	0.028203	1.54987	5.6406	11	1
7	8	10	9	1.25	11.3791	-31.38	0.0013	0.001	0.00732065	1.55438	7.32065	13	1
8	9	11	10	1.25	10.5702	-17.8	0.0008	0.001	0.006833	1.54693	6.833	15	1
10	11	13	12	1.25	13.3597	-53.6	0.0004	0.001	0.0085946	1.55443	8.5946	19	1
11	12	14	13	1.25	11.9066	-43.53	0.0013	0.001	0.008167	1.45789	8.167	21	1
13	14	16	15	1.25	13.0939	-44.6	0.0006	0.001	0.00847915	1.54425	8.47915	25	1
14	15	17	16	1.25	9.94245	-39.9	0.0029	0.001	0.00652795	1.52306	6.52795	27	1
15	16	18	17	1.25	8.50131	-13.99	0.0015	0.005	0.027342	1.55462	5.4684	29	1
16	17	19	18	1.25	11.0472	-38.17	0.0002	0.001	0.00710125	1.55567	7.10125	31	1
17	18	20	19	1.25	11.215	-34.69	0.0003	0.001	0.00728165	1.54018	7.28165	33	1
18	19	21	20	1.25	13.0335	-23.8	0.0222	0.001	0.0085276	1.5284	8.5276	35	1
19	20	22	21	1.25	5.19312	-20.93	0.0005	0.005	0.0169185	1.53475	3.3837	37	1
20	21	23	22	1.25	12.5559	-32.69	0.0042	0.001	0.0082543	1.52114	8.2543	39	1
21	22	24	23	1.25	8.23153	-46.46	0.0007	0.005	0.0268975	1.53017	5.3795	41	1
22	23	25	24	1.25	6.34715	-42.38	0.0038	0.005	0.0208605	1.52133	4.1721	43	1
25	26	28	27	1.25	4.59648	-29.42	0.0005	0.005	0.023306	0.986116	4.6612	49	1
26	27	29	28	1.25	4.61148	-38.99	0.0013	0.005	0.0151075	1.52622	3.0215	51	1
27	28	30	29	1.25	2.15943	-26.17	0.0018	0.015	0.0213505	1.51713	1.42337	53	1
29	30	32	31	1.25	4.21657	-23.04	0	0.005	0.01368	1.54114	2.736	57	1
30	31	33	32	1.25	6.72492	-35.07	0.0299	0.005	0.0219563	1.53144	4.39126	59	1
31	32	34	33	1.25	7.22358	-39.45	0.001	0.005	0.023241	1.55406	4.6482	61	1
32	33	35	34	1.25	9.04539	-37.44	0.0022	0.001	0.0057941	1.56114	5.7941	63	1
33	34	36	35	1.25	4.16873	-16.34	0.0324	0.005	0.0134004	1.55545	2.68008	65	1
34	35	37	36	1.25	7.44588	-35.85	0.0007	0.005	0.0241225	1.54335	4.8245	67	1
35	36	38	37	1.25	7.73214	-43.88	0.0165	0.005	0.0248695	1.55454	4.9739	69	1
36	37	39	38	1.25	9.77672	-35.76	0.0026	0.001	0.0066742	1.46485	6.6742	71	1
37	38	40	39	1.25	1.33959	-28.45	0.0019	0.015	0.0136235	1.47494	0.908233	73	1
38	39	41	40	1.25	1.53945	-35	0.004	0.015	0.014899	1.54989	0.993267	75	1
40	41	43	42	1.25	1.09147	-27.86	0.0021	0.015	0.0105245	1.55561	0.701633	79	1
41	42	44	43	1.25	1.66781	-34.86	0.0273	0.015	0.0162363	1.54081	1.08242	81	1
42	43	45	44	1.25	2.05866	-30.04	0.0051	0.015	0.01998	1.54554	1.332	83	1
43	44	46	45	1.25	2.62262	-48.4	0.0311	0.015	0.025947	1.51614	1.7298	85	1
45	46	48	47	1.25	1.41336	-40.09	0.0004	0.015	0.01394	1.52083	0.929333	89	1
46	47	49	48	1.25	2.26824	-32.77	0.0069	0.015	0.022405	1.51857	1.49367	91	1
1	2	5	4	1.25	8.41378	-46.52	0.0016	0.015	0.020802	6.06705	1.3868	2	2
4	5	8	7	1.25	10.4061	-8.25	0.0019	0.015	0.0257855	6.05344	1.71903	8	2
5	6	9	8	1.25	11.0708	-26.84	0.0058	0.015	0.027399	6.06086	1.8266	10	2
6	7	10	9	1.25	9.65685	-26.61	0.0022	0.015	0.0236855	6.11567	1.57903	12	2
7	8	11	10	1.25	13.2853	-43.55	0.0003	0.005	0.010831	6.13298	2.1662	14	2
8	9	12	11	1.25	7.90505	-16.52	0.0013	0.015	0.0194315	6.10224	1.29543	16	2
9	10	13	12	1.25	8.88795	-35.13	0.0035	0.015	0.021817	6.1108	1.45447	18	2
10	11	14	13	1.25	17.2277	-31.73	0.0003	0.005	0.0146485	5.88037	2.9297	20	2
12	13	16	15	1.25	10.0697	-36.39	0.0018	0.015	0.025023	6.03628	1.6682	24	2
13	14	17	16	1.25	15.7484	-83.42	0.0267	0.005	0.0129243	6.09252	2.58486	26	2
14	15	18	17	1.25	10.7332	-148.41	0.0265	0.015	0.0264735	6.08146	1.7649	28	2
15	16	19	18	1.25	9.94172	-22.05	0.0004	0.015	0.0244305	6.10408	1.6287	30	2
16	17	20	19	1.25	13.7452	-63.11	0.0339	0.005	0.011285	6.09004	2.257	32	2
17	18	21	20	1.25	15.408	-26.59	0.008	0.005	0.012619	6.10507	2.5238	34	2
18	19	22	21	1.25	7.07141	-28.42	0.0013	0.015	0.0173615	6.10956	1.15743	36	2
19	20	23	22	1.25	9.87314	-28.31	0.0005	0.015	0.024156	6.13086	1.6104	38	2
21	22	25	24	1.25	6.07496	-28.92	0.0066	0.015	0.014676	6.20907	0.9784	42	2
22	23	26	25	1.25	10.2968	-24.25	0.0037	0.005	0.017685	2.91116	3.537	44	2
25	26	29	28	1.25	2.48019	-45.87	0.0002	0.015	0.012749	2.9181	0.849933	50	2
26	27	30	29	1.25	1.96062	-45.34	0.0039	0.015	0.00475165	6.18928	0.316777	52	2
27	28	31	30	1.25	2.74723	-33.89	0.0004	0.015	0.0066903	6.15944	0.44602	54	2
28	29	32	31	1.25	2.28839	-26.46	0.0007	0.015	0.0055886	6.14211	0.372573	56	2
29	30	33	32	1.25	1.90913	-37.53	0.0038	0.015	0.00469525	6.09915	0.313017	58	2
31	32	35	34	1.25	5.3521	-24.18	0.0055	0.015	0.013052	6.1509	0.870133	62	2
32	33	36	35	1.25	3.38921	-26.58	0.0006	0.015	0.0083168	6.11271	0.554453	64	2
33	34	37	36	1.25	3.18727	-59.63	0.0296	0.015	0.00782736	6.10793	0.521824	66	2
34	35	38	37	1.25	4.06613	-28.4	0.0026	0.015	0.0100007	6.09877	0.666713	68	2
35	36	39	38	1.25	3.44731	-41.48	0.0166	0.015	0.0087021	5.9422	0.58014	70	2
36	37	40	39	1.25	2.19518	-28.88	0.0013	0.015	0.00562665	5.85209	0.37511	72	2
37	38	41	40	1.25	1.13853	-62	0.0001	0.015	0.00284585	6.001	0.189723	74	2
38	39	42	41	1.25	1.03901	-61.98	0.0197	0.015	0.00255	6.11185	0.17	76	2
39	40	43	42	1.25	2.67164	-6.92	0.0299	0.05	0.0219056	6.09807	0.438112	78	2
40	41	44	43	1.25	1.95322	-39.19	0.0054	0.05	0.0160285	6.09297	0.32057	80	2
41	42	45	44	1.25	1.32269	-25.78	0.0239	0.05	0.010873	6.08244	0.21746	82	2
42	43	46	45	1.25	2.57535	-36.2	0.0024	0.015	0.00634825	6.08519	0.423217	84	2
43	44	47	46	1.25	4.51835	-38.84	0.0163	0.015	0.0111945	6.05434	0.7463	86	2
44	45	48	47	1.25	1.62101	-30.59	0.0013	0.05	0.0133165	6.08647	0.26633	88	2
45	46	49	48	1.25	0.943176	-42	0.0058	0.05	0.0077386	6.09397	0.154772	90	2
46	47	50	49	1.25	2.58451	-140.79	0.0098	0.015	0.0063692	6.08674	0.424613	92	2
1	2	6	5	1.25	10.3456	-23.76	0.0449	0.015	0.0100496	15.4419	0.669973	3	3
2	3	7	6	1.25	6.74512	-46.07	0.0005	0.015	0.00654435	15.4602	0.43629	5	3
3	4	8	7	1.25	10.907	-43.9	0.0108	0.015	0.010705	15.2831	0.713667	7	3
4	5	9	8	1.25	8.11354	-18.98	0.0088	0.015	0.00797445	15.2616	0.53163	9	3
5	6	10	9	1.25	11.4175	-34.54	0.0038	0.015	0.0112305	15.2498	0.7487	11	3
6	7	11	10	1.25	10.8761	-32.75	0.0011	0.015	0.0106355	15.3393	0.709033	13	3
7	8	12	11	1.25	7.93423	-22.55	0.0028	0.015	0.0077342	15.3879	0.515613	15	3
8	9	13	12	1.25	6.75616	-29.01	0.0008	0.015	0.0066143	15.3217	0.440953	17	3
10	11	15	14	1.25	8.72777	-34.08	0.0032	0.015	0.0087737	14.9215	0.584913	21	3
11	12	16	15	1.25	7.23558	-28.5	0.0048	0.015	0.00722695	15.0179	0.481797	23	3
12	13	17	16	1.25	9.59067	-31.92	0.011	0.015	0.0094793	15.1762	0.631953	25	3
13	14	18	17	1.25	13.4334	-49.87	0.0009	0.015	0.013195	15.271	0.879667	27	3
14	15	19	18	1.25	11.3378	-39.62	0.0018	0.015	0.0111535	15.2479	0.743567	29	3
16	17	21	20	1.25	16.3281	-4.81	0.0025	0.015	0.0159035	15.4005	1.06023	33	3
17	18	22	21	1.25	7.25649	-27.11	0.0033	0.015	0.00702195	15.501	0.46813	35	3
18	19	23	22	1.25	10.404	-45.32	0.0004	0.015	0.010012	15.5873	0.667467	37	3
19	20	24	23	1.25	8.75718	-28.34	0.0003	0.015	0.0083437	15.7433	0.556247	39	3
20	21	25	24	1.25	9.63484	-44.21	0.0007	0.015	0.00902125	16.0202	0.601417	41	3
21	22	26	25	1.25	6.34241	-37.53	0.0011	0.015	0.0160665	5.9214	1.0711	43	3
25	26	30	29	1.25	1.76262	-55.07	0.0003	0.015	0.00445885	5.92961	0.297257	51	3
26	27	31	30	1.25	2.88116	-14.93	0.0026	0.015	0.0026963	16.0284	0.179753	53	3
27	28	32	31	1.25	1.70304	-51.82	0.0235	0.015	0.0016209	15.7602	0.10806	55	3
28	29	33	32	1.25	1.27811	-52.26	0.0033	0.015	0.00124005	15.4604	0.08267	57	3
29	30	34	33	1.25	1.30969	-22.47	0.0223	0.015	0.00127735	15.3798	0.0851567	59	3
30	31	35	34	1.25	3.33184	-10	0.0033	0.015	0.0032698	15.2846	0.217987	61	3
31	32	36	35	1.25	2.29069	-42.73	0.0054	0.015	0.0022431	15.3182	0.14954	63	3
32	33	37	36	1.25	2.87055	-51.76	0.0027	0.015	0.00281225	15.3109	0.187483	65	3
33	34	38	37	1.25	1.93551	-11.01	0.0002	0.015	0.0019036	15.2514	0.126907	67	3
34	35	39	38	1.25	2.72369	-126	0.0154	0.015	0.002721	15.0149	0.1814	69	3
35	36	40	39	1.25	1.51948	-31.6	0.0011	0.015	0.0015205	14.99	0.101367	71	3
36	37	41	40	1.25	1.81935	-63.01	0.0036	0.015	0.0018236	14.965	0.121573	73	3
37	38	42	41	1.25	0.891281	-53.4	0.0129	0.015	0.00088295	15.1415	0.0588633	75	3
38	39	43	42	1.25	3.22489	-38.87	0.0018	0.015	0.00315285	15.3427	0.21019	77	3
39	40	44	43	1.25	4.31881	-27.33	0.0008	0.05	0.0141235	15.2895	0.28247	79	3
40	41	45	44	1.25	1.4644	-31.21	0.0025	0.05	0.00478415	15.3047	0.095683	81	3
41	42	46	45	1.25	1.38164	-0.91	0.0288	0.05	0.00452895	15.2534	0.090579	83	3
42	43	47	46	1.25	3.95175	-24.48	0.0021	0.015	0.0038664	15.3311	0.25776	85	3
43	44	48	47	1.25	2.45481	-33.75	0.0033	0.015	0.0024033	15.3215	0.16022	87	3
44	45	49	48	1.25	1.06766	-58.31	0.0331	0.05	0.00346166	15.4212	0.0692332	89	3
45	46	50	49	1.25	1.8839	-37.31	0.0007	0.05	0.0060781	15.4974	0.121562	91	3
1	2	7	6	1.25	7.27223	-32.57	0.0032	0.015	0.0034419	31.6928	0.22946	4	4
2	3	8	7	1.25	5.75526	-118.69	0.0097	0.015	0.00275545	31.3302	0.183697	6	4
3	4	9	8	1.25	8.8444	-111.3	0.0453	0.015	0.00427488	31.0338	0.284992	8	4
4	5	10	9	1.25	7.1331	-48.38	0.0022	0.015	0.0034579	30.9426	0.230527	10	4
5	6	11	10	1.25	10.3263	-42.35	0.0008	0.015	0.00501025	30.9154	0.334017	12	4
7	8	13	12	1.25	6.11631	-40.8	0.001	0.015	0.00295945	31.0006	0.197297	16	4
8	9	14	13	1.25	6.00579	-133.63	0.0137	0.015	0.00295075	30.5301	0.196717	18	4
9	10	15	14	1.25	4.48072	-32.72	0.0025	0.015	0.0022097	30.4162	0.147313	20	4
10	11	16	15	1.25	8.67934	-29.41	0.0002	0.015	0.00427845	30.4293	0.28523	22	4
11	12	17	16	1.25	6.58534	-97.98	0.0493	0.015	0.00325612	30.3368	0.217075	24	4
12	13	18	17	1.25	8.28937	-50.35	0.0015	0.015	0.0040632	30.6016	0.27088	26	4
13	14	19	18	1.25	11.1423	-27.86	0.0284	0.015	0.00543485	30.7524	0.362323	28	4
14	15	20	19	1.25	8.92992	-24.57	0.0018	0.015	0.00433575	30.894	0.28905	30	4
15	16	21	20	1.25	10.4687	-58.04	0.0058	0.015	0.0050153	31.3102	0.334353	32	4
16	17	22	21	1.25	6.34003	-24.57	0.0088	0.015	0.00299775	31.7239	0.19985	34	4
17	18	23	22	1.25	9.71275	-46.96	0.0027	0.015	0.00453925	32.0959	0.302617	36	4
18	19	24	23	1.25	8.26862	-44.3	0.0031	0.015	0.0038078	32.5724	0.253853	38	4
19	20	25	24	1.25	4.21938	-47.26	0.002	0.015	0.0018875	33.5315	0.125833	40	4
20	21	26	25	1.25	9.70535	-26.49	0.0009	0.015	0.01408	10.3395	0.938667	42	4
25	26	31	30	1.25	2.86642	-39.09	0.0181	0.015	0.00414465	10.3739	0.27631	52	4
26	27	32	31	1.25	2.03786	-72.7	0.0026	0.015	0.0009133	33.4698	0.0608867	54	4
27	28	33	32	1.25	1.47196	-35.73	0.0014	0.015	0.00068295	32.3294	0.04553	56	4
28	29	34	33	1.25	1.0699	-12.5	0.0046	0.015	0.0005042	31.8297	0.0336133	58	4
29	30	35	34	1.25	1.49286	-26.27	0.0029	0.015	0.00071	31.5393	0.0473333	60	4
