16# Number of electrodes
# x z position for each electrode
0	-0.15	0
0.0574025	-0.138582	0
0.106066	-0.106066	0
0.138582	-0.0574025	0
0.15	-9.18485e-018	0
0.138582	0.0574025	0
0.106066	0.106066	0
0.0574025	0.138582	0
1.83697e-017	0.15	0
-0.0574025	0.138582	0
-0.106066	0.106066	0
-0.138582	0.0574025	0
-0.15	2.75546e-017	0
-0.138582	-0.0574025	0
-0.106066	-0.106066	0
-0.0574025	-0.138582	0
208# Number of data
# a b m n R
  5   6  11  12 1.4096124e-01	1.0000000e+00
  5   6  12  13 1.0381831e-01	1.0000000e+00
  5   6  13  14 7.4610858e-02	1.0000000e+00
  5   6  14  15 1.0391556e-01	1.0000000e+00
  5   6  15  16 1.1899969e-01	1.0000000e+00
  5   6  16   1 2.9129295e-01	1.0000000e+00
  5   6   1   2 5.6794703e-01	0.0000000e+00
  5   6   2   3 1.6426810e+00	0.0000000e+00
  5   6   3   4 8.4172413e+00	0.0000000e+00
  6   7   8   9 7.5463033e+00	1.0000000e+00
  6   7   9  10 1.3500014e+00	1.0000000e+00
  6   7  10  11 4.9229294e-01	1.0000000e+00
  6   7  11  12 2.8322334e-01	1.0000000e+00
  6   7  12  13 1.2426180e-01	1.0000000e+00
  6   7  13  14 1.2691002e-01	1.0000000e+00
  6   7  14  15 8.0871936e-02	1.0000000e+00
  6   7  15  16 1.6349654e-01	1.0000000e+00
  6   7  16   1 1.6887188e-01	1.0000000e+00
  6   7   1   2 3.7704063e-01	0.0000000e+00
  6   7   2   3 6.4874251e-01	0.0000000e+00
  6   7   3   4 2.0565540e+00	0.0000000e+00
  6   7   4   5 5.7326664e+00	0.0000000e+00
  7   8   9  10 3.7322947e+00	1.0000000e+00
  7   8  10  11 1.0743191e+00	1.0000000e+00
  7   8  11  12 4.8657286e-01	1.0000000e+00
  7   8  12  13 2.3933509e-01	1.0000000e+00
  7   8  13  14 1.5968408e-01	1.0000000e+00
  7   8  14  15 1.6110890e-01	1.0000000e+00
  7   8  15  16 1.5843143e-01	1.0000000e+00
  7   8  16   1 2.5521486e-01	1.0000000e+00
  7   8   1   2 3.6874691e-01	0.0000000e+00
  7   8   2   3 6.3031850e-01	0.0000000e+00
  7   8   3   4 1.1692350e+00	0.0000000e+00
  7   8   4   5 2.1768772e+00	0.0000000e+00
  7   8   5   6 6.2972334e+00	0.0000000e+00
  8   9  10  11 5.5661136e+00	1.0000000e+00
  8   9  11  12 1.7979624e+00	1.0000000e+00
  8   9  12  13 6.8236353e-01	1.0000000e+00
  8   9  13  14 5.0805981e-01	1.0000000e+00
  8   9  14  15 3.5091571e-01	1.0000000e+00
  8   9  15  16 4.2044292e-01	1.0000000e+00
  8   9  16   1 3.6812284e-01	1.0000000e+00
  8   9   1   2 4.4960104e-01	0.0000000e+00
  8   9   2   3 5.1353714e-01	0.0000000e+00
  8   9   3   4 8.9600815e-01	0.0000000e+00
  8   9   4   5 1.2459401e+00	0.0000000e+00
  8   9   5   6 2.3123051e+00	0.0000000e+00
  8   9   6   7 7.5496782e+00	0.0000000e+00
  9  10  11  12 7.1936902e+00	1.0000000e+00
  9  10  12  13 1.8736194e+00	1.0000000e+00
  9  10  13  14 1.0001346e+00	1.0000000e+00
  9  10  14  15 6.9487466e-01	1.0000000e+00
  9  10  15  16 5.3833913e-01	1.0000000e+00
  9  10  16   1 5.4014319e-01	1.0000000e+00
  9  10   1   2 2.8558531e-01	0.0000000e+00
  9  10   2   3 2.7602247e-01	0.0000000e+00
  9  10   3   4 2.7487418e-01	0.0000000e+00
  9  10   4   5 4.4001653e-01	0.0000000e+00
  9  10   5   6 5.9980181e-01	0.0000000e+00
  9  10   6   7 1.3425941e+00	0.0000000e+00
  9  10   7   8 3.7480953e+00	0.0000000e+00
 10  11  12  13 5.6506282e+00	1.0000000e+00
 10  11  13  14 1.9535363e+00	1.0000000e+00
 10  11  14  15 1.0463891e+00	1.0000000e+00
 10  11  15  16 7.4281324e-01	1.0000000e+00
 10  11  16   1 5.2441016e-01	1.0000000e+00
 10  11   1   2 2.5923738e-01	0.0000000e+00
 10  11   2   3 1.3254125e-01	0.0000000e+00
 10  11   3   4 1.5156680e-01	0.0000000e+00
 10  11   4   5 1.7779807e-01	0.0000000e+00
 10  11   5   6 2.5753879e-01	0.0000000e+00
 10  11   6   7 4.9901243e-01	0.0000000e+00
 10  11   7   8 1.0687886e+00	0.0000000e+00
 10  11   8   9 5.5906297e+00	0.0000000e+00
 11  12  13  14 5.5403416e+00	1.0000000e+00
 11  12  14  15 1.7948101e+00	1.0000000e+00
 11  12  15  16 8.2107891e-01	1.0000000e+00
 11  12  16   1 5.5505019e-01	1.0000000e+00
 11  12   1   2 1.9389635e-01	0.0000000e+00
 11  12   2   3 1.2754942e-01	0.0000000e+00
 11  12   3   4 7.0597743e-02	0.0000000e+00
 11  12   4   5 1.3717032e-01	0.0000000e+00
 11  12   5   6 1.4888736e-01	0.0000000e+00
 11  12   6   7 2.7230721e-01	0.0000000e+00
 11  12   7   8 4.9441032e-01	0.0000000e+00
 11  12   8   9 1.7861523e+00	0.0000000e+00
 11  12   9  10 7.2029827e+00	0.0000000e+00
 12  13  14  15 6.9597635e+00	1.0000000e+00
 12  13  15  16 1.7906466e+00	1.0000000e+00
 12  13  16   1 6.2945590e-01	1.0000000e+00
 12  13   1   2 2.6413133e-01	0.0000000e+00
 12  13   2   3 8.9179315e-02	0.0000000e+00
 12  13   3   4 9.6358092e-02	0.0000000e+00
 12  13   4   5 7.7822033e-02	0.0000000e+00
 12  13   5   6 9.4963122e-02	0.0000000e+00
 12  13   6   7 1.3635667e-01	0.0000000e+00
 12  13   7   8 2.3511112e-01	0.0000000e+00
 12  13   8   9 6.9585128e-01	0.0000000e+00
 12  13   9  10 1.8735516e+00	0.0000000e+00
 12  13  10  11 5.6590991e+00	0.0000000e+00
 13  14  15  16 6.1549704e+00	1.0000000e+00
 13  14  16   1 1.3165451e+00	1.0000000e+00
 13  14   1   2 3.5412053e-01	0.0000000e+00
 13  14   2   3 1.6518091e-01	0.0000000e+00
 13  14   3   4 7.0487199e-02	0.0000000e+00
 13  14   4   5 1.0934462e-01	0.0000000e+00
 13  14   5   6 7.7518843e-02	0.0000000e+00
 13  14   6   7 1.2119647e-01	0.0000000e+00
 13  14   7   8 1.6022727e-01	0.0000000e+00
 13  14   8   9 4.9628921e-01	0.0000000e+00
 13  14   9  10 9.9756040e-01	0.0000000e+00
 13  14  10  11 1.9547896e+00	0.0000000e+00
 13  14  11  12 5.5253350e+00	0.0000000e+00
 14  15  16   1 4.4974143e+00	1.0000000e+00
 14  15   1   2 8.6494951e-01	0.0000000e+00
 14  15   2   3 1.9084440e-01	0.0000000e+00
 14  15   3   4 1.7636387e-01	0.0000000e+00
 14  15   4   5 6.2154842e-02	0.0000000e+00
 14  15   5   6 9.7064826e-02	0.0000000e+00
 14  15   6   7 8.9759667e-02	0.0000000e+00
 14  15   7   8 1.5646023e-01	0.0000000e+00
 14  15   8   9 3.5442802e-01	0.0000000e+00
 14  15   9  10 6.9256902e-01	0.0000000e+00
 14  15  10  11 1.0473355e+00	0.0000000e+00
 14  15  11  12 1.7923483e+00	0.0000000e+00
 14  15  12  13 6.9603500e+00	0.0000000e+00
 15  16   1   2 3.6018783e+00	0.0000000e+00
 15  16   2   3 7.0169109e-01	0.0000000e+00
 15  16   3   4 3.0896793e-01	0.0000000e+00
 15  16   4   5 2.1010278e-01	0.0000000e+00
 15  16   5   6 1.2932869e-01	0.0000000e+00
 15  16   6   7 1.5169892e-01	0.0000000e+00
 15  16   7   8 1.6592876e-01	0.0000000e+00
 15  16   8   9 4.0677203e-01	0.0000000e+00
 15  16   9  10 5.3970032e-01	0.0000000e+00
 15  16  10  11 7.4002724e-01	0.0000000e+00
 15  16  11  12 8.2216635e-01	0.0000000e+00
 15  16  12  13 1.7838228e+00	0.0000000e+00
 15  16  13  14 6.1199599e+00	0.0000000e+00
 16   1   2   3 4.1967272e+00	0.0000000e+00
 16   1   3   4 1.3895721e+00	0.0000000e+00
 16   1   4   5 3.9939618e-01	0.0000000e+00
 16   1   5   6 2.8626036e-01	0.0000000e+00
 16   1   6   7 1.9061144e-01	0.0000000e+00
 16   1   7   8 2.4659045e-01	0.0000000e+00
 16   1   8   9 3.8621673e-01	0.0000000e+00
 16   1   9  10 5.3548979e-01	0.0000000e+00
 16   1  10  11 5.3904077e-01	0.0000000e+00
 16   1  11  12 5.5855283e-01	0.0000000e+00
 16   1  12  13 6.3749015e-01	0.0000000e+00
 16   1  13  14 1.3013409e+00	0.0000000e+00
 16   1  14  15 4.4624491e+00	0.0000000e+00
















































































































































































































