47 # number of electrodes
# x y z
14.86	301.49	-1
  34	  37	  18	  21	-4.61439	-0.00390571	0.07169	-0.00028
  35	  38	   3	   6	0	0	0.06054	0
  35	  38	  19	  22	20.9941	0.0186653	0.06054	0.00113
  36	  39	   4	   7	8.44256	0.00094518	0.12696	0.00012
  36	  39	  20	  23	16.0661	0.0143352	0.12696	0.00182
  37	  40	   5	   8	-5.05061	-0.000619935	0.22583	-0.00014
  37	  40	  21	  24	29.4861	0.0259044	0.22583	0.00585
  38	  41	   6	   9	11.2833	0.00146356	0.10249	0.00015
  38	  41	  22	  25	2.83744	0.00243926	0.10249	0.00025
  39	  42	   7	  10	18.7401	0.00250557	0.14368	0.00036
  39	  42	  23	  26	30.4569	0.0256125	0.14368	0.00368
  40	  43	   8	  11	-5.52612	-0.000749064	0.267	-0.0002
  40	  43	  24	  27	101.504	0.0836704	0.267	0.02234
  41	  44	   9	  12	19.1125	0.00259829	0.2925	0.00076
  41	  44	  25	  28	87.5137	0.070906	0.2925	0.02074
  42	  45	  10	  13	62.7552	0.00849832	0.21769	0.00185
  42	  45	  26	  29	69.6034	0.0555836	0.21769	0.0121
  43	  46	  11	  14	85.9599	0.0115482	0.18098	0.00209
  43	  46	  27	  30	102.803	0.0811139	0.18098	0.01468
  44	  47	  12	  15	39.8945	0.00530504	0.16965	0.0009
  44	  47	  28	  31	65.4177	0.0511052	0.16965	0.00867
   1	   4	  16	  20	-25.8987	-0.0392805	0.16344	-0.00642
   1	   4	  32	  36	1393.53	0.102362	0.16344	0.01673
   2	   6	  18	  22	-1.12285	-0.00225407	0.24844	-0.00056
   2	   6	  34	  38	18.0777	0.00273708	0.24844	0.00068
   3	   7	  19	  23	0.0641148	0.000129681	0.30845	4e-05
   3	   7	  35	  39	4.80071	0.000875344	0.30845	0.00027
   4	   8	  20	  24	0.446603	0.000887486	0.20282	0.00018
   4	   8	  36	  40	17.9965	0.00369786	0.20282	0.00075
   5	   9	  21	  25	-213147	-413.087	0.24208	-100
   5	   9	  37	  41	15.1206	0.003346	0.24208	0.00081
   6	  10	  22	  26	0.498162	0.000941751	0.2867	0.00027
   6	  10	  38	  42	1.96242	0.000453436	0.2867	0.00013
   7	  11	  23	  27	0.000270355	5e-07	-100	-5e-05
   7	  11	  39	  43	0.014813	3.5e-06	-100	-0.00035
   8	  12	  24	  28	1.7367	0.0031533	0.22199	0.0007
   8	  12	  40	  44	1.32325	0.00031533	0.22199	7e-05
   9	  13	  25	  29	10.2905	0.0184043	0.282	0.00519
   9	  13	  41	  45	26.6478	0.00634752	0.282	0.00179
  10	  14	  26	  30	8.2564	0.0145863	0.22144	0.00323
  10	  14	  42	  46	20.9787	0.00496749	0.22144	0.0011
  11	  15	  27	  31	-0.0100618	-1.76e-05	-100	0.00176
  11	  15	  43	  47	-0.0622276	-1.46e-05	-100	0.00146
  16	  20	   1	   4	-8.07113	-0.0122415	0.26059	-0.00319
  16	  20	  32	  36	-123.203	-0.128439	0.26059	-0.03347
  17	  21	  33	  37	-0.126105	-0.000168322	0.05941	-1e-05
  18	  22	   2	   6	0.0778197	0.000156219	0.25605	4e-05
  18	  22	  34	  38	4.68156	0.00691271	0.25605	0.00177
  19	  23	   3	   7	-0.43684	-0.000883566	0.20372	-0.00018
  19	  23	  35	  39	4.26728	0.00647948	0.20372	0.00132
  20	  24	   4	   8	0.754984	0.0015003	0.09998	0.00015
  20	  24	  36	  40	17.6898	0.0267053	0.09998	0.00267
  21	  25	   5	   9	0.377752	0.000732096	0.23221	0.00017
  21	  25	  37	  41	22.0708	0.0326859	0.23221	0.00759
  22	  26	   6	  10	0.356435	0.000673824	0.22261	0.00015
  22	  26	  38	  42	14.9567	0.0216522	0.22261	0.00482
  23	  27	   7	  11	1.32282	0.00244646	0.23299	0.00057
  23	  27	  39	  43	27.396	0.0387999	0.23299	0.00904
  24	  28	   8	  12	3.44149	0.00624865	0.27846	0.00174
  24	  28	  40	  44	66.6028	0.0925088	0.27846	0.02576
  25	  29	   9	  13	13.1738	0.023561	0.20118	0.00474
  25	  29	  41	  45	43.5908	0.0595487	0.20118	0.01198
  26	  30	  10	  14	7.23678	0.012785	0.21666	0.00277
  26	  30	  42	  46	37.0688	0.04994	0.21666	0.01082
  27	  31	  11	  15	1.07668	0.00188332	0.23363	0.00044
  27	  31	  43	  47	26.3544	0.0350982	0.23363	0.0082
  32	  36	   1	   4	23907.1	1.7561	0.00041	0.00072
  32	  36	  16	  20	8165.16	8.5122	0.00041	0.00349
  33	  37	  17	  21	4.08968	0.00545881	0.26013	0.00142
  34	  38	   2	   6	0	0	0.05176	0
  34	  38	  18	  22	-9.0281	-0.0133308	0.05176	-0.00069
  35	  39	   3	   7	-3.03927	-0.00055417	0.07218	-4e-05
  35	  39	  19	  23	9.21543	0.0139928	0.07218	0.00101
  36	  40	   4	   8	10.7995	0.00221903	0.22983	0.00051
  36	  40	  20	  24	20.7227	0.031284	0.22983	0.00719
  37	  41	   5	   9	4.33594	0.000959493	0.23971	0.00023
