"Wolkenburg",40611,"Schlumberger","1.5m"
     31.5000,      1.5000,    4.000000,    457.5200
     33.0000,      1.5000,    4.000000,    484.9000
     34.5000,      1.5000,    4.000000,    450.4000
     36.0000,      1.5000,    4.000000,    436.7500
      0.0000,      3.0000,    2.000000,    209.9400
      3.0000,      3.0000,    2.000000,    212.4550
      6.0000,      3.0000,    2.000000,    247.1700
      9.0000,      3.0000,    2.000000,    256.9950
     12.0000,      3.0000,    2.000000,    266.0650
     15.0000,      3.0000,    2.000000,    328.0250
     18.0000,      3.0000,    2.000000,    335.7200
     21.0000,      3.0000,    2.000000,    376.3750
     24.0000,      3.0000,    2.000000,    389.3100
     27.0000,      3.0000,    2.000000,    364.0000
     30.0000,      3.0000,    2.000000,    428.0950
     33.0000,      3.0000,    2.000000,    464.6450
      0.0000,      1.5000,    5.000000,    213.0500
      1.5000,      1.5000,    5.000000,    211.1400
      3.0000,      1.5000,    5.000000,    214.5900
      4.5000,      1.5000,    5.000000,    223.8200
      6.0000,      1.5000,    5.000000,    266.9300
      7.5000,      1.5000,    5.000000,    261.9200
      9.0000,      1.5000,    5.000000,    257.0300
     12.0000,      1.5000,    5.000000,    290.2700
     13.5000,      1.5000,    5.000000,    312.2900
     15.0000,      1.5000,    5.000000,    313.7200
     16.5000,      1.5000,    5.000000,    329.9700
     18.0000,      1.5000,    5.000000,    331.7400
     19.5000,      1.5000,    5.000000,    350.2700
     22.5000,      1.5000,    5.000000,    367.0100
     24.0000,      1.5000,    5.000000,    378.1700
     25.5000,      1.5000,    5.000000,    360.4300
     27.0000,      1.5000,    5.000000,    355.6900
     28.5000,      1.5000,    5.000000,    400.2200
     30.0000,      1.5000,    5.000000,    440.7200
     33.0000,      1.5000,    5.000000,    421.3800
      0.0000,      1.5000,    6.000000,    205.1800
      1.5000,      1.5000,    6.000000,    217.6800
      3.0000,      1.5000,    6.000000,    226.9100
      4.5000,      1.5000,    6.000000,    274.2900
      6.0000,      1.5000,    6.000000,    265.7600
      7.5000,      1.5000,    6.000000,    256.8100
      9.0000,      1.5000,    6.000000,    216.7700
     10.5000,      1.5000,    6.000000,    289.4200
     12.0000,      1.5000,    6.000000,    308.3600
     13.5000,      1.5000,    6.000000,    298.9200
     15.0000,      1.5000,    6.000000,    327.9400
     16.5000,      1.5000,    6.000000,    334.2800
     18.0000,      1.5000,    6.000000,    354.4200
     19.5000,      1.5000,    6.000000,    355.0900
     21.0000,      1.5000,    6.000000,    337.9000
     22.5000,      1.5000,    6.000000,    362.8900
     24.0000,      1.5000,    6.000000,    334.9300
     25.5000,      1.5000,    6.000000,    338.9600
     27.0000,      1.5000,    6.000000,    395.9800
     28.5000,      1.5000,    6.000000,    429.6100
     30.0000,      1.5000,    6.000000,    448.4400
      0.0000,      3.0000,    3.000000,    212.6400
      3.0000,      3.0000,    3.000000,    253.4900
      6.0000,      3.0000,    3.000000,    257.5300
      9.0000,      3.0000,    3.000000,    253.7900
     12.0000,      3.0000,    3.000000,    306.0100
     15.0000,      3.0000,    3.000000,    330.3450
     18.0000,      3.0000,    3.000000,    352.7750
     21.0000,      3.0000,    3.000000,    343.3800
     24.0000,      3.0000,    3.000000,    333.6350
     27.0000,      3.0000,    3.000000,    401.6400
      0.0000,      1.5000,    7.000000,    214.3800
      1.5000,      1.5000,    7.000000,    228.9800
      3.0000,      1.5000,    7.000000,    274.5600
      4.5000,      1.5000,    7.000000,    262.1600
      6.0000,      1.5000,    7.000000,    263.4300
      9.0000,      1.5000,    7.000000,    288.3700
     10.5000,      1.5000,    7.000000,    315.1100
     12.0000,      1.5000,    7.000000,    307.1900
     13.5000,      1.5000,    7.000000,    327.9900
     15.0000,      1.5000,    7.000000,    341.6300
     16.5000,      1.5000,    7.000000,    344.8700
     18.0000,      1.5000,    7.000000,    344.3300
     19.5000,      1.5000,    7.000000,    326.4000
     21.0000,      1.5000,    7.000000,    345.7800
     22.5000,      1.5000,    7.000000,    335.6200
     24.0000,      1.5000,    7.000000,    329.1100
     25.5000,      1.5000,    7.000000,    382.4400
     27.0000,      1.5000,    7.000000,    413.9700
      0.0000,      1.5000,    8.000000,    242.7200
      1.5000,      1.5000,    8.000000,    282.8300
      3.0000,      1.5000,    8.000000,    267.4900
      4.5000,      1.5000,    8.000000,    265.9500
      7.5000,      1.5000,    8.000000,    306.1600
      9.0000,      1.5000,    8.000000,    325.5700
     10.5000,      1.5000,    8.000000,    325.0100
     12.0000,      1.5000,    8.000000,    338.5200
     13.5000,      1.5000,    8.000000,    323.4000
     15.0000,      1.5000,    8.000000,    355.5700
     16.5000,      1.5000,    8.000000,    353.1500
     18.0000,      1.5000,    8.000000,    325.0300
     19.5000,      1.5000,    8.000000,    339.0400
     21.0000,      1.5000,    8.000000,    330.2300
     22.5000,      1.5000,    8.000000,    336.4200
     24.0000,      1.5000,    8.000000,    370.4600
      0.0000,      3.0000,    4.000000,    252.5650
      3.0000,      3.0000,    4.000000,    267.3850
      6.0000,      3.0000,    4.000000,    269.3750
      9.0000,      3.0000,    4.000000,    329.9650
     12.0000,      3.0000,    4.000000,    328.9050
     15.0000,      3.0000,    4.000000,    342.5050
     18.0000,      3.0000,    4.000000,    333.7050
     21.0000,      3.0000,    4.000000,    326.8150
      0.0000,      1.5000,    9.000000,    284.0200
      1.5000,      1.5000,    9.000000,    273.5300
      3.0000,      1.5000,    9.000000,    277.3000
      6.0000,      1.5000,    9.000000,    312.2200
      7.5000,      1.5000,    9.000000,    341.1000
      9.0000,      1.5000,    9.000000,    336.3700
     10.5000,      1.5000,    9.000000,    344.2400
     12.0000,      1.5000,    9.000000,    340.1500
     13.5000,      1.5000,    9.000000,    341.5400
     15.0000,      1.5000,    9.000000,    363.3100
     16.5000,      1.5000,    9.000000,    327.8100
     18.0000,      1.5000,    9.000000,    351.4900
     19.5000,      1.5000,    9.000000,    349.7700
     21.0000,      1.5000,    9.000000,    328.9600
      0.0000,      1.5000,   10.000000,    291.8400
      1.5000,      1.5000,   10.000000,    289.8300
      4.5000,      1.5000,   10.000000,    329.5300
      6.0000,      1.5000,   10.000000,    351.1000
      7.5000,      1.5000,   10.000000,    349.6300
      9.0000,      1.5000,   10.000000,    346.5700
     10.5000,      1.5000,   10.000000,    344.2900
     12.0000,      1.5000,   10.000000,    347.1500
     13.5000,      1.5000,   10.000000,    342.6500
     15.0000,      1.5000,   10.000000,    358.4400
     16.5000,      1.5000,   10.000000,    348.0200
     18.0000,      1.5000,   10.000000,    334.1600
      0.0000,      3.0000,    5.000000,    289.8400
      3.0000,      3.0000,    5.000000,    287.6600
      6.0000,      3.0000,    5.000000,    353.1400
      9.0000,      3.0000,    5.000000,    342.4650
     12.0000,      3.0000,    5.000000,    344.7150
     15.0000,      3.0000,    5.000000,    342.3500
      0.0000,      3.0000,    6.000000,    314.2550
      3.0000,      3.0000,    6.000000,    358.9600
      6.0000,      3.0000,    6.000000,    359.2800
      9.0000,      3.0000,    6.000000,    367.6950
      0.0000,      3.0000,    7.000000,    385.3350
      3.0000,      3.0000,    7.000000,    371.5700
0
0
0
0
0
0
0
