"Wolkenburg",40611,"Schlumberger","1.5m"
     30.0000,      1.5000,    4.000000,    361.9400
     31.5000,      1.5000,    4.000000,    369.2200
     34.5000,      1.5000,    4.000000,    342.1500
     36.0000,      1.5000,    4.000000,    347.6000
      0.0000,      3.0000,    2.000000,    231.0300
      3.0000,      3.0000,    2.000000,    187.3850
      6.0000,      3.0000,    2.000000,    196.7150
      9.0000,      3.0000,    2.000000,    283.8400
     12.0000,      3.0000,    2.000000,    291.2400
     15.0000,      3.0000,    2.000000,    299.7650
     18.0000,      3.0000,    2.000000,    362.4200
     21.0000,      3.0000,    2.000000,    379.1250
     24.0000,      3.0000,    2.000000,    366.5750
     27.0000,      3.0000,    2.000000,    379.5350
     30.0000,      3.0000,    2.000000,    364.6600
     33.0000,      3.0000,    2.000000,    370.9550
      0.0000,      1.5000,    5.000000,    249.6200
      1.5000,      1.5000,    5.000000,    211.0100
      3.0000,      1.5000,    5.000000,    180.5500
      4.5000,      1.5000,    5.000000,    156.1600
      6.0000,      1.5000,    5.000000,    245.0200
      7.5000,      1.5000,    5.000000,    297.1000
      9.0000,      1.5000,    5.000000,    292.5600
     10.5000,      1.5000,    5.000000,    296.9000
     12.0000,      1.5000,    5.000000,    305.9000
     13.5000,      1.5000,    5.000000,    292.5700
     15.0000,      1.5000,    5.000000,    293.5000
     16.5000,      1.5000,    5.000000,    357.4700
     18.0000,      1.5000,    5.000000,    375.6000
     19.5000,      1.5000,    5.000000,    360.0400
     22.5000,      1.5000,    5.000000,    371.1900
     24.0000,      1.5000,    5.000000,    364.6100
     25.5000,      1.5000,    5.000000,    373.0000
     27.0000,      1.5000,    5.000000,    393.0000
     30.0000,      1.5000,    5.000000,    367.9300
     33.0000,      1.5000,    5.000000,    344.7600
      0.0000,      1.5000,    6.000000,    230.8100
      1.5000,      1.5000,    6.000000,    198.4400
      3.0000,      1.5000,    6.000000,    166.7500
      4.5000,      1.5000,    6.000000,    260.2200
      6.0000,      1.5000,    6.000000,    310.4800
      7.5000,      1.5000,    6.000000,    297.1700
      9.0000,      1.5000,    6.000000,    306.9100
     10.5000,      1.5000,    6.000000,    313.6500
     12.0000,      1.5000,    6.000000,    306.6200
     13.5000,      1.5000,    6.000000,    295.6000
     15.0000,      1.5000,    6.000000,    352.9300
     16.5000,      1.5000,    6.000000,    362.1100
     18.0000,      1.5000,    6.000000,    359.1900
     19.5000,      1.5000,    6.000000,    400.0500
     21.0000,      1.5000,    6.000000,    363.0100
     22.5000,      1.5000,    6.000000,    366.7700
     24.0000,      1.5000,    6.000000,    371.1700
     25.5000,      1.5000,    6.000000,    392.2500
     27.0000,      1.5000,    6.000000,    358.3500
     28.5000,      1.5000,    6.000000,    364.7900
     30.0000,      1.5000,    6.000000,    394.7300
      0.0000,      3.0000,    3.000000,    217.1150
      3.0000,      3.0000,    3.000000,    225.1300
      6.0000,      3.0000,    3.000000,    300.8800
      9.0000,      3.0000,    3.000000,    309.8050
     12.0000,      3.0000,    3.000000,    305.5150
     15.0000,      3.0000,    3.000000,    352.1100
     18.0000,      3.0000,    3.000000,    367.8500
     21.0000,      3.0000,    3.000000,    365.3950
     24.0000,      3.0000,    3.000000,    375.2450
     27.0000,      3.0000,    3.000000,    357.8400
      0.0000,      1.5000,    7.000000,    211.9700
      3.0000,      1.5000,    7.000000,    276.2500
      4.5000,      1.5000,    7.000000,    323.3500
      6.0000,      1.5000,    7.000000,    300.6000
      7.5000,      1.5000,    7.000000,    314.1300
      9.0000,      1.5000,    7.000000,    332.4000
     10.5000,      1.5000,    7.000000,    317.8900
     12.0000,      1.5000,    7.000000,    308.7900
     13.5000,      1.5000,    7.000000,    353.0400
     15.0000,      1.5000,    7.000000,    373.8200
     16.5000,      1.5000,    7.000000,    361.8600
     18.0000,      1.5000,    7.000000,    395.3600
     19.5000,      1.5000,    7.000000,    370.8700
     21.0000,      1.5000,    7.000000,    373.6700
     22.5000,      1.5000,    7.000000,    374.8000
     24.0000,      1.5000,    7.000000,    395.9900
     25.5000,      1.5000,    7.000000,    354.5500
     27.0000,      1.5000,    7.000000,    361.5000
      0.0000,      1.5000,    8.000000,    190.1300
      1.5000,      1.5000,    8.000000,    297.0200
      3.0000,      1.5000,    8.000000,    336.5500
      4.5000,      1.5000,    8.000000,    306.3800
      6.0000,      1.5000,    8.000000,    320.1400
      7.5000,      1.5000,    8.000000,    337.6500
      9.0000,      1.5000,    8.000000,    323.2600
     10.5000,      1.5000,    8.000000,    318.6700
     13.5000,      1.5000,    8.000000,    363.4700
     15.0000,      1.5000,    8.000000,    351.7600
     18.0000,      1.5000,    8.000000,    366.3800
     19.5000,      1.5000,    8.000000,    377.1800
     21.0000,      1.5000,    8.000000,    369.9100
     24.0000,      1.5000,    8.000000,    349.8900
      0.0000,      3.0000,    4.000000,    244.8850
      3.0000,      3.0000,    4.000000,    319.5150
      6.0000,      3.0000,    4.000000,    329.6950
      9.0000,      3.0000,    4.000000,    323.5800
     12.0000,      3.0000,    4.000000,    371.2800
     15.0000,      3.0000,    4.000000,    371.8800
     18.0000,      3.0000,    4.000000,    372.4500
     21.0000,      3.0000,    4.000000,    397.3400
      0.0000,      1.5000,    9.000000,    305.0300
      1.5000,      1.5000,    9.000000,    341.5000
      3.0000,      1.5000,    9.000000,    309.8500
      4.5000,      1.5000,    9.000000,    321.4400
      6.0000,      1.5000,    9.000000,    340.6600
      7.5000,      1.5000,    9.000000,    333.9300
      9.0000,      1.5000,    9.000000,    330.1400
     10.5000,      1.5000,    9.000000,    383.4900
     12.0000,      1.5000,    9.000000,    381.0900
     13.5000,      1.5000,    9.000000,    348.3500
     15.0000,      1.5000,    9.000000,    390.9800
     16.5000,      1.5000,    9.000000,    376.3000
     18.0000,      1.5000,    9.000000,    369.0100
     19.5000,      1.5000,    9.000000,    382.5100
     21.0000,      1.5000,    9.000000,    423.2400
      0.0000,      1.5000,   10.000000,    354.0500
      1.5000,      1.5000,   10.000000,    325.3800
      3.0000,      1.5000,   10.000000,    338.5600
      4.5000,      1.5000,   10.000000,    343.2600
      6.0000,      1.5000,   10.000000,    337.9500
      7.5000,      1.5000,   10.000000,    340.7100
      9.0000,      1.5000,   10.000000,    388.2400
     10.5000,      1.5000,   10.000000,    400.4400
     12.0000,      1.5000,   10.000000,    368.8400
     13.5000,      1.5000,   10.000000,    395.8800
     15.0000,      1.5000,   10.000000,    389.7900
     16.5000,      1.5000,   10.000000,    381.2300
     18.0000,      1.5000,   10.000000,    389.5700
      0.0000,      3.0000,    5.000000,    349.2700
      3.0000,      3.0000,    5.000000,    341.9450
      6.0000,      3.0000,    5.000000,    334.4050
      9.0000,      3.0000,    5.000000,    396.1950
     12.0000,      3.0000,    5.000000,    382.6850
     15.0000,      3.0000,    5.000000,    380.1750
      0.0000,      3.0000,    6.000000,    373.6850
      3.0000,      3.0000,    6.000000,    362.6700
      6.0000,      3.0000,    6.000000,    408.6850
      9.0000,      3.0000,    6.000000,    407.8850
      0.0000,      3.0000,    7.000000,    383.5500
      3.0000,      3.0000,    7.000000,    421.9950
0
0
0
0
0
0
0
